姓名,性別,出生年次,選舉類型,區域,推薦政黨,得票數,得票率,當選註記,是否現任
-,-,-,2005-94年鄉鎮市長選舉,澎湖縣西嶼鄉,無,2214,50.99%,*,否
-,-,-,2009-98年鄉鎮市長選舉,澎湖縣西嶼鄉,中國國民黨,3043,100.00%,*,是
許有竹,男,1939,1998-87年鄉鎮市長選舉,澎湖縣望安鄉,中國國民黨,1559,52.63%,*,否
-,-,-,2002-91年鄉鎮市長選舉,澎湖縣望安鄉,中國國民黨,1274,46.51%,,是
呂明廣,男,1962,1998-87年鄉鎮市長選舉,澎湖縣七美鄉,無,863,47.68%,,否
-,-,-,2002-91年鄉鎮市長選舉,澎湖縣七美鄉,無,766,49.01%,*,否
陳金階,男,1953,1998-87年鄉鎮市長選舉,金門縣金城鎮,中國國民黨,1595,19.25%,,否
-,-,-,2002-91年鄉鎮市長選舉,金門縣金城鎮,無,288,3.31%,,否
許金象,男,1955,1998-87年鄉鎮市長選舉,金門縣金城鎮,中國國民黨,3405,41.09%,*,是
-,-,-,2001-90年縣市長選舉,金門縣,中國國民黨,1508,5.99%,,否
-,-,-,2005-94年鄉鎮市長選舉,金門縣金城鎮,無,3500,34.18%,,否
-,-,-,2009-98年鄉鎮市長選舉,金門縣金城鎮,無黨籍及未經政黨推薦,744,5.89%,,否
陳福海,男,1964,1998-87年鄉鎮市長選舉,金門縣金湖鎮,中國國民黨,2192,36.21%,*,否
-,-,-,2002-91年鄉鎮市長選舉,金門縣金湖鎮,無,5074,100.00%,*,是
王朝生,男,1956,1998-87年鄉鎮市長選舉,連江縣北竿鄉,中國國民黨,576,56.03%,*,否
-,-,-,2002-91年鄉鎮市長選舉,連江縣北竿鄉,中國國民黨,450,100.00%,*,否
王大捷,男,1950,1998-87年鄉鎮市長選舉,連江縣莒光鄉,中國國民黨,380,45.78%,,否
-,-,-,2002-91年鄉鎮市長選舉,連江縣莒光鄉,中國國民黨,265,65.43%,*,否
-,-,-,2009-98年鄉鎮市長選舉,連江縣莒光鄉,中國國民黨,232,45.40%,,否
黃忠信,男,1954,"1998-87年縣市議員選舉 > 區域",臺北縣第1選區,無,10908,6.63%,*,是
-,-,-,"1998-第 04 屆立法委員選舉 > 區域",臺北縣第1選區,無,461,0.11%,,否
-,-,-,"2001-第 05 屆立法委員選舉 > 區域",臺北縣第1選區,無,15911,3.19%,,否
趙燕昭,男,1956,"1998-87年縣市議員選舉 > 區域",臺北縣第1選區,中國國民黨,6603,4.01%,,否
-,-,-,"2002-91年縣市議員選舉 > 區域",臺北縣第一選區,中國國民黨,5862,3.92%,,否
-,-,-,"2005-94年縣市議員選舉 > 區域",臺北縣第一選區,中國國民黨,20981,7.91%,*,否
-,-,-,"2010-99年直轄市議員選舉 > 區域",新北市第04選區,無黨籍及未經政黨推薦,9515,3.10%,,否
黃炳煌,男,1954,"1998-87年縣市議員選舉 > 區域",臺北縣第1選區,民主進步黨,5664,3.44%,,否
-,-,-,"2002-91年縣市議員選舉 > 區域",臺北縣第一選區,民主進步黨,6747,4.51%,,否
-,-,-,"2005-94年縣市議員選舉 > 區域",臺北縣第一選區,民主進步黨,11536,4.35%,,否
王景源,男,1958,"1998-87年縣市議員選舉 > 區域",臺北縣第1選區,中國國民黨,8525,5.18%,*,否
-,-,-,"2002-91年縣市議員選舉 > 區域",臺北縣第一選區,中國國民黨,11814,7.90%,*,是
-,-,-,"2005-94年縣市議員選舉 > 區域",臺北縣第一選區,中國國民黨,17560,6.62%,*,是
-,-,-,"2010-99年直轄市議員選舉 > 區域",新北市第04選區,無黨籍及未經政黨推薦,16257,5.30%,,否
廖裕德,男,1951,"1998-87年縣市議員選舉 > 區域",臺北縣第1選區,無,5988,3.64%,,是
-,-,-,"1998-第 04 屆立法委員選舉 > 區域",臺北縣第1選區,民主聯盟,23742,5.74%,,否
-,-,-,"2002-91年縣市議員選舉 > 區域",臺北縣第一選區,無,7239,4.84%,*,否
-,-,-,"2005-94年縣市議員選舉 > 區域",臺北縣第一選區,無,12491,4.71%,,是
-,-,-,"2010-99年直轄市議員選舉 > 區域",新北市第04選區,無黨籍及未經政黨推薦,17173,5.60%,*,否
周勝考,男,1956,"1998-87年縣市議員選舉 > 區域",臺北縣第1選區,中國國民黨,7502,4.56%,*,否
-,-,-,"2002-91年縣市議員選舉 > 區域",臺北縣第一選區,中國國民黨,11328,7.57%,*,是
-,-,-,"2005-94年縣市議員選舉 > 區域",臺北縣第一選區,中國國民黨,15193,5.73%,*,是
-,-,-,"2010-99年直轄市議員選舉 > 區域",新北市第04選區,中國國民黨,18631,6.08%,*,否
張宏銘,男,1960,"1998-87年縣市議員選舉 > 區域",臺北縣第1選區,中國國民黨,3202,1.95%,,否
-,-,-,"2002-91年縣市議員選舉 > 區域",臺北縣第一選區,無,5697,3.81%,,否
-,-,-,"2005-94年縣市議員選舉 > 區域",臺北縣第一選區,無,8614,3.25%,,否
-,-,-,"2010-99年直轄市議員選舉 > 區域",新北市第04選區,中國國民黨,15034,4.90%,,否
李淑華,女,1968,"1998-87年縣市議員選舉 > 區域",臺北縣第1選區,新黨,6130,3.73%,,否
-,-,-,"2002-91年縣市議員選舉 > 區域",臺北縣第一選區,親民黨,7419,4.96%,*,否
-,-,-,"2005-94年縣市議員選舉 > 區域",臺北縣第一選區,親民黨,12700,4.79%,,是
王溪鬪,男,1953,"1998-87年縣市議員選舉 > 區域",臺北縣第1選區,民主進步黨,5505,3.35%,,否
-,-,-,"2002-91年縣市議員選舉 > 區域",臺北縣第一選區,民主進步黨,5128,3.43%,,否
曾文振,男,1952,"1998-87年縣市議員選舉 > 區域",臺北縣第1選區,無,12538,7.62%,*,是
-,-,-,"2002-91年縣市議員選舉 > 區域",臺北縣第一選區,無,12801,8.56%,*,是
-,-,-,"2005-94年縣市議員選舉 > 區域",臺北縣第一選區,無,16386,6.18%,*,是
-,-,-,"2012-第 08 屆 立法委員選舉 > 區域",新北市第07選區,無黨籍及未經政黨推薦,21411,12.87%,,否
周朝陽,男,1954,"1998-87年縣市議員選舉 > 區域",臺北縣第1選區,建國黨,1689,1.03%,,否
-,-,-,"1998-第 04 屆立法委員選舉 > 區域",臺北縣第1選區,建國黨,1555,0.38%,,否
徐秀廷,男,1948,"1998-87年縣市議員選舉 > 區域",臺北縣第1選區,無,12826,7.79%,*,是
-,-,-,"2002-91年縣市議員選舉 > 區域",臺北縣第一選區,無,6174,4.13%,,是
-,-,-,"2005-94年縣市議員選舉 > 區域",臺北縣第一選區,無,12110,4.57%,,否
李偉群,男,1957,"1998-87年縣市議員選舉 > 區域",臺北縣第1選區,無,4791,2.91%,,否
-,-,-,"1998-第 04 屆立法委員選舉 > 區域",臺北縣第1選區,無,3264,0.79%,,否
朱佩瑛,女,1958,"1998-87年縣市議員選舉 > 區域",臺北縣第2選區,中國國民黨,11400,9.50%,*,否
-,-,-,"2002-91年縣市議員選舉 > 區域",臺北縣第二選區,親民黨,12530,10.84%,*,是
林秀惠,女,1955,"1998-87年縣市議員選舉 > 區域",臺北縣第2選區,民主進步黨,8359,6.97%,,否
-,-,-,"2002-91年縣市議員選舉 > 區域",臺北縣第二選區,民主進步黨,9454,8.18%,*,否
-,-,-,"2005-94年縣市議員選舉 > 區域",臺北縣第二選區,民主進步黨,21398,10.44%,*,是
-,-,-,"2010-99年直轄市議員選舉 > 區域",新北市第05選區,民主進步黨,26200,11.34%,*,否
游文煌,男,1964,"1998-87年縣市議員選舉 > 區域",臺北縣第2選區,新黨,9030,7.53%,*,否
-,-,-,"2002-91年縣市議員選舉 > 區域",臺北縣第二選區,新黨,5849,5.06%,,是
游輝廷,男,1953,"1998-87年縣市議員選舉 > 區域",臺北縣第2選區,中國國民黨,10438,8.70%,*,是
-,-,-,"2002-91年縣市議員選舉 > 區域",臺北縣第二選區,中國國民黨,14550,12.59%,*,是
-,-,-,"2005-94年縣市議員選舉 > 區域",臺北縣第二選區,中國國民黨,19014,9.27%,*,是
-,-,-,"2010-99年直轄市議員選舉 > 區域",新北市第05選區,無黨籍及未經政黨推薦,18244,7.90%,*,否
邱垂益,男,1950,"1998-87年縣市議員選舉 > 區域",臺北縣第2選區,中國國民黨,14662,12.22%,*,是
-,-,-,"2002-91年縣市議員選舉 > 區域",臺北縣第二選區,中國國民黨,12545,10.85%,*,是
-,-,-,2005-94年鄉鎮市長選舉,臺北縣中和市,中國國民黨,88031,43.15%,*,否
徐秉賢,男,1959,"1998-87年縣市議員選舉 > 區域",臺北縣第2選區,民主進步黨,7627,6.36%,,否
-,-,-,"2002-91年縣市議員選舉 > 區域",臺北縣第二選區,無,2175,1.88%,,否
張瑞山,男,1955,"1998-87年縣市議員選舉 > 區域",臺北縣第2選區,民主進步黨,7186,5.99%,,否
-,-,-,"2002-91年縣市議員選舉 > 區域",臺北縣第二選區,民主進步黨,8862,7.67%,*,否
-,-,-,"2005-94年縣市議員選舉 > 區域",臺北縣第二選區,民主進步黨,20612,10.05%,*,是
-,-,-,"2010-99年直轄市議員選舉 > 區域",新北市第05選區,民主進步黨,23844,10.32%,*,否
簡文劉,男,1949,"1998-87年縣市議員選舉 > 區域",臺北縣第2選區,中國國民黨,10485,8.74%,*,否
-,-,-,"2002-91年縣市議員選舉 > 區域",臺北縣第二選區,中國國民黨,10270,8.88%,*,是
-,-,-,"2005-94年縣市議員選舉 > 區域",臺北縣第二選區,中國國民黨,22829,11.13%,*,是
-,-,-,"2010-99年直轄市議員選舉 > 區域",新北市第05選區,中國國民黨,15077,6.53%,,否
陳錦錠,女,1954,"1998-87年縣市議員選舉 > 區域",臺北縣第2選區,中國國民黨,15429,12.86%,*,是
-,-,-,"2002-91年縣市議員選舉 > 區域",臺北縣第二選區,中國國民黨,13554,11.72%,*,是
-,-,-,"2005-94年縣市議員選舉 > 區域",臺北縣第二選區,中國國民黨,27343,13.33%,*,是
-,-,-,"2010-99年直轄市議員選舉 > 區域",新北市第05選區,中國國民黨,21875,9.47%,*,否
陳光宇,女,1968,"1998-87年縣市議員選舉 > 區域",臺北縣第2選區,綠色本土清新黨,1198,1.00%,,否
-,-,-,"1998-87年直轄市議員選舉 > 區域",臺北市第05選區,綠色本土清新黨,4253,2.01%,,否
林雪琴,女,1957,"1998-87年縣市議員選舉 > 區域",臺北縣第3選區,民主進步黨,10728,15.94%,*,是
-,-,-,"2002-91年縣市議員選舉 > 區域",臺北縣第三選區,無,3919,6.37%,,是
劉君驥,男,1954,"1998-87年縣市議員選舉 > 區域",臺北縣第3選區,新黨,8032,11.93%,,否
-,-,-,2002-91年鄉鎮市長選舉,臺北縣永和市,親民黨,21853,35.58%,,否
陳鴻源,男,1967,"1998-87年縣市議員選舉 > 區域",臺北縣第3選區,中國國民黨,14425,21.43%,*,否
-,-,-,"2002-91年縣市議員選舉 > 區域",臺北縣第三選區,中國國民黨,14519,23.60%,*,是
-,-,-,"2005-94年縣市議員選舉 > 區域",臺北縣第三選區,中國國民黨,30394,26.71%,*,是
-,-,-,"2010-99年直轄市議員選舉 > 區域",新北市第06選區,中國國民黨,20854,16.64%,*,否
石筑翎,女,1942,"1998-87年縣市議員選舉 > 區域",臺北縣第3選區,中國國民黨,2610,3.88%,,否
-,-,-,"2002-91年縣市議員選舉 > 區域",臺北縣第三選區,親民黨,2955,4.80%,,否
劉枝發,男,1955,"1998-87年縣市議員選舉 > 區域",臺北縣第3選區,無,2454,3.65%,,否
-,-,-,2010-99年直轄市里長選舉,新北市永和區秀成里,無黨籍及未經政黨推薦,95,5.27%,,否
金介壽,男,1951,"1998-87年縣市議員選舉 > 區域",臺北縣第3選區,新黨,9179,13.64%,*,是
-,-,-,"1998-第 04 屆立法委員選舉 > 區域",臺北縣第3選區,無,3922,0.84%,,否
-,-,-,"2002-91年縣市議員選舉 > 區域",臺北縣第三選區,親民黨,8261,13.43%,*,是
-,-,-,"2005-94年縣市議員選舉 > 區域",臺北縣第三選區,親民黨,16779,14.74%,*,是
-,-,-,"2010-99年直轄市議員選舉 > 區域",新北市第06選區,中國國民黨,21982,17.54%,*,否
蔡黃隆,男,1961,"1998-87年縣市議員選舉 > 區域",臺北縣第4選區,新黨,5515,3.79%,,否
-,-,-,"2002-91年縣市議員選舉 > 區域",臺北縣第四選區,親民黨,10688,6.70%,*,否
-,-,-,"2005-94年縣市議員選舉 > 區域",臺北縣第四選區,親民黨,14518,5.67%,*,是
-,-,-,"2010-99年直轄市議員選舉 > 區域",新北市第07選區,中國國民黨,18609,6.11%,*,否
蘇有仁,男,1949,"1998-87年縣市議員選舉 > 區域",臺北縣第4選區,中國國民黨,14642,10.07%,*,是
-,-,-,2002-91年鄉鎮市長選舉,臺北縣鶯歌鎮,中國國民黨,17447,62.60%,*,否
-,-,-,2005-94年鄉鎮市長選舉,臺北縣鶯歌鎮,無,17111,44.80%,*,是
-,-,-,"2010-99年直轄市議員選舉 > 區域",新北市第07選區,無黨籍及未經政黨推薦,17954,5.90%,*,否
高敏慧,女,1966,"1998-87年縣市議員選舉 > 區域",臺北縣第4選區,民主進步黨,9026,6.21%,*,否
-,-,-,"2002-91年縣市議員選舉 > 區域",臺北縣第四選區,民主進步黨,10397,6.52%,*,是
-,-,-,"2005-94年縣市議員選舉 > 區域",臺北縣第四選區,民主進步黨,14179,5.54%,*,是
-,-,-,"2010-99年直轄市議員選舉 > 區域",新北市第07選區,民主進步黨,18732,6.15%,*,否
朱子孟,男,1962,"1998-87年縣市議員選舉 > 區域",臺北縣第4選區,中國國民黨,8880,6.11%,*,否
-,-,-,"2002-91年縣市議員選舉 > 區域",臺北縣第四選區,中國國民黨,11700,7.34%,*,是
林阿坤,男,1933,"1998-87年縣市議員選舉 > 區域",臺北縣第4選區,民主進步黨,12270,8.44%,*,是
-,-,-,"2002-91年縣市議員選舉 > 區域",臺北縣第四選區,民主進步黨,9844,6.17%,*,是
王明麗,女,1952,"1998-87年縣市議員選舉 > 區域",臺北縣第4選區,中國國民黨,12914,8.88%,*,是
-,-,-,"2002-91年縣市議員選舉 > 區域",臺北縣第四選區,中國國民黨,12522,7.85%,*,是
-,-,-,2005-94年鄉鎮市長選舉,臺北縣三峽鎮,中國國民黨,17728,44.01%,,否
-,-,-,"2010-99年直轄市議員選舉 > 區域",新北市第07選區,中國國民黨,14798,4.86%,*,否
簡長文,男,1944,"1998-87年縣市議員選舉 > 區域",臺北縣第4選區,民主進步黨,3791,2.61%,,否
-,-,-,2010-99年直轄市里長選舉,新北市樹林區樹德里,無黨籍及未經政黨推薦,490,21.16%,,否
何玉枝,女,1960,"1998-87年縣市議員選舉 > 區域",臺北縣第4選區,中國國民黨,10258,7.05%,*,是
-,-,-,2005-94年鄉鎮市長選舉,臺北縣樹林市,中國國民黨,32443,44.00%,,是
-,-,-,"2010-99年直轄市議員選舉 > 區域",新北市第07選區,中國國民黨,9984,3.28%,,否
陳世榮,男,1957,"1998-87年縣市議員選舉 > 區域",臺北縣第4選區,民主進步黨,11585,7.97%,*,是
-,-,-,"2002-91年縣市議員選舉 > 區域",臺北縣第四選區,民主進步黨,14306,8.97%,*,是
-,-,-,2005-94年鄉鎮市長選舉,臺北縣樹林市,民主進步黨,41299,56.00%,*,否
-,-,-,"2010-99年直轄市議員選舉 > 區域",新北市第07選區,民主進步黨,29034,9.54%,*,否
黃永昌,男,1962,"1998-87年縣市議員選舉 > 區域",臺北縣第4選區,無,4915,3.38%,,否
-,-,-,"2002-91年縣市議員選舉 > 區域",臺北縣第四選區,無,6847,4.29%,,否
-,-,-,"2005-94年縣市議員選舉 > 區域",臺北縣第四選區,中國國民黨,18648,7.29%,*,否
-,-,-,"2010-99年直轄市議員選舉 > 區域",新北市第07選區,中國國民黨,20820,6.84%,*,否
周慶陽,男,1952,"1998-87年縣市議員選舉 > 區域",臺北縣第5選區,無,8708,5.26%,*,否
-,-,-,2005-94年鄉鎮市長選舉,臺北縣蘆洲市,無,19118,23.15%,,否
胡淑蓉,女,1960,"1998-87年縣市議員選舉 > 區域",臺北縣第5選區,無,2700,1.63%,,否
-,-,-,"2005-94年縣市議員選舉 > 區域",臺北縣第五選區,中國國民黨,14464,5.36%,*,否
-,-,-,"2010-99年直轄市議員選舉 > 區域",新北市第03選區,中國國民黨,19070,5.95%,*,否
王祥義,男,1962,"1998-87年縣市議員選舉 > 區域",臺北縣第5選區,無,1804,1.09%,,否
-,-,-,2010-99年直轄市里長選舉,新北市三重區介壽里,無黨籍及未經政黨推薦,206,25.03%,,否
陳信義,男,1937,"1998-87年縣市議員選舉 > 區域",臺北縣第5選區,中國國民黨,12536,7.57%,*,否
-,-,-,"2002-91年縣市議員選舉 > 區域",臺北縣第五選區,中國國民黨,12718,7.63%,*,是
林國雄,男,1944,"1998-87年縣市議員選舉 > 區域",臺北縣第5選區,民主進步黨,6448,3.90%,,否
-,-,-,"2002-91年縣市議員選舉 > 區域",臺北縣第五選區,民主進步黨,12897,7.74%,*,否
-,-,-,"2005-94年縣市議員選舉 > 區域",臺北縣第五選區,民主進步黨,12557,4.65%,,是
陳幸進,男,1943,"1998-87年縣市議員選舉 > 區域",臺北縣第5選區,中國國民黨,15962,9.64%,*,是
-,-,-,"2002-91年縣市議員選舉 > 區域",臺北縣第五選區,中國國民黨,15967,9.58%,*,是
-,-,-,"2005-94年縣市議員選舉 > 區域",臺北縣第五選區,中國國民黨,17688,6.55%,*,是
-,-,-,"2010-99年直轄市議員選舉 > 區域",新北市第03選區,中國國民黨,25558,7.98%,*,否
蔡明堂,男,1958,"1998-87年縣市議員選舉 > 區域",臺北縣第5選區,中國國民黨,10666,6.44%,*,是
-,-,-,"2002-91年縣市議員選舉 > 區域",臺北縣第五選區,中國國民黨,13677,8.21%,*,是
-,-,-,"2005-94年縣市議員選舉 > 區域",臺北縣第五選區,中國國民黨,16551,6.13%,*,是
-,-,-,2010-99年村里長選舉,雲林縣崙背鄉豐榮村,無,165,14.09%,,否
-,-,-,"2010-99年直轄市議員選舉 > 區域",新北市第03選區,中國國民黨,18858,5.89%,,否
鄭金隆,男,1955,"1998-87年縣市議員選舉 > 區域",臺北縣第5選區,民主進步黨,11964,7.23%,*,否
-,-,-,"2002-91年縣市議員選舉 > 區域",臺北縣第五選區,民主進步黨,11586,6.95%,*,是
-,-,-,"2005-94年縣市議員選舉 > 區域",臺北縣第五選區,無,16060,5.95%,*,是
-,-,-,"2010-99年直轄市議員選舉 > 區域",新北市第03選區,民主進步黨,24219,7.56%,*,否
李余典,男,1958,"1998-87年縣市議員選舉 > 區域",臺北縣第5選區,無,10493,6.34%,*,否
-,-,-,2005-94年鄉鎮市長選舉,臺北縣三重市,民主進步黨,90440,47.84%,,否
-,-,-,"2010-99年直轄市議員選舉 > 區域",新北市第03選區,民主進步黨,26136,8.16%,*,否
王興國,男,1958,"1998-87年縣市議員選舉 > 區域",臺北縣第5選區,無,2260,1.37%,,否
-,-,-,"2002-91年縣市議員選舉 > 區域",臺北縣第五選區,無,4345,2.61%,,否
何仰山,男,1959,"1998-87年縣市議員選舉 > 區域",臺北縣第5選區,無,10534,6.36%,*,是
-,-,-,"2002-91年縣市議員選舉 > 區域",臺北縣第五選區,無,10620,6.37%,*,是
-,-,-,"2005-94年縣市議員選舉 > 區域",臺北縣第五選區,無,12438,4.61%,,是
-,-,-,"2010-99年直轄市議員選舉 > 區域",新北市第03選區,無黨籍及未經政黨推薦,9211,2.87%,,否
林孝光,男,1948,"1998-87年縣市議員選舉 > 區域",臺北縣第5選區,中國國民黨,8622,5.21%,*,是
-,-,-,"2002-91年縣市議員選舉 > 區域",臺北縣第五選區,親民黨,10205,6.12%,*,是
-,-,-,"2005-94年縣市議員選舉 > 區域",臺北縣第五選區,親民黨,11847,4.39%,,是
李學益,男,1956,"1998-87年縣市議員選舉 > 區域",臺北縣第5選區,中國國民黨,17622,10.65%,*,是
-,-,-,"2002-91年縣市議員選舉 > 區域",臺北縣第五選區,無,9986,5.99%,,是
林淑芬,女,1973,"1998-87年縣市議員選舉 > 區域",臺北縣第5選區,民主進步黨,9531,5.76%,*,否
-,-,-,"2002-91年縣市議員選舉 > 區域",臺北縣第五選區,民主進步黨,20971,12.58%,*,是
-,-,-,"2004-第 06 屆 立法委員選舉 > 區域",臺北縣第2選區,民主進步黨,43680,7.95%,*,否
-,-,-,"2008-第 07 屆 立法委員選舉 > 區域",臺北縣第02選區,民主進步黨,59225,43.17%,*,是
-,-,-,"2012-第 08 屆 立法委員選舉 > 區域",新北市第02選區,民主進步黨,114091,58.72%,*,是
黃國祥,男,1947,"1998-87年縣市議員選舉 > 區域",臺北縣第6選區,中國國民黨,5370,3.68%,,否
-,-,-,"2002-91年縣市議員選舉 > 區域",臺北縣第六選區,無,2759,1.64%,,否
林重信,男,1941,"1998-87年縣市議員選舉 > 區域",臺北縣第6選區,中國國民黨,6563,4.49%,*,是
-,-,-,"2002-91年縣市議員選舉 > 區域",臺北縣第六選區,中國國民黨,6022,3.58%,,是
-,-,-,"2005-94年縣市議員選舉 > 區域",臺北縣第六選區,無,5840,2.18%,,否
周茂春,男,1948,"1998-87年縣市議員選舉 > 區域",臺北縣第6選區,建國黨,952,0.65%,,否
-,-,-,"2002-91年縣市議員選舉 > 區域",臺東縣第一選區,無,92,0.22%,,否
曹來旺,男,1958,"1998-87年縣市議員選舉 > 區域",臺北縣第6選區,民主進步黨,7410,5.07%,*,否
-,-,-,"2002-91年縣市議員選舉 > 區域",臺北縣第六選區,民主進步黨,11567,6.88%,*,是
-,-,-,"2004-第 06 屆 立法委員選舉 > 區域",臺北縣第2選區,民主進步黨,42411,7.72%,*,否
陳俊秀,男,1942,"1998-87年縣市議員選舉 > 區域",臺北縣第6選區,無,2103,1.44%,,否
-,-,-,2010-99年直轄市里長選舉,新北市新莊區恆安里,無黨籍及未經政黨推薦,953,36.71%,,否
徐陳麗華,女,1959,"1998-87年縣市議員選舉 > 區域",臺北縣第6選區,中國國民黨,6052,4.14%,!,否
-,-,-,"2002-91年縣市議員選舉 > 區域",臺北縣第六選區,中國國民黨,7571,4.50%,*,是
-,-,-,"2005-94年縣市議員選舉 > 區域",臺北縣第六選區,中國國民黨,9511,3.55%,,是
丁小川,男,1946,"1998-87年縣市議員選舉 > 區域",臺北縣第6選區,新黨,4179,2.86%,,是
-,-,-,"2002-91年縣市議員選舉 > 區域",臺北縣第六選區,親民黨,4737,2.82%,,否
鄭杏種,女,1953,"1998-87年縣市議員選舉 > 區域",臺北縣第6選區,民主進步黨,4430,3.03%,,否
-,-,-,2010-99年直轄市里長選舉,新北市新莊區中和里,民主進步黨,1289,41.46%,,否
張彥博,男,1956,"1998-87年縣市議員選舉 > 區域",臺北縣第6選區,新黨,2451,1.68%,,否
-,-,-,"2002-91年縣市議員選舉 > 區域",臺北縣第六選區,新黨,1120,0.67%,,否
蔡健棠,男,1963,"1998-87年縣市議員選舉 > 區域",臺北縣第6選區,中國國民黨,5071,3.47%,,否
-,-,-,"2005-94年縣市議員選舉 > 區域",臺北縣第六選區,中國國民黨,8093,3.02%,,否
